price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,sqft_above,lat,long,sqft_living15,sqft_lot15,houseage,has_underground,has_renovated
755000,3,2,2000,1950,3,0,2000,47.6476,-122.356,1560,1340,9,0,0
287000,5,1,1730,9230,1,0,1010,47.4646,-122.184,1730,9230,52,1,0
480000,4,2,3620,16000,2,0,3620,47.3711,-122.06,2590,16000,38,0,0
490000,3,2,2040,9622,2,0,2040,47.4833,-121.8,2390,9868,20,0,0
365000,3,2,2640,6715,2,0,1680,47.441,-122.125,2260,7373,23,1,0
260000,3,2,1600,2244,2,0,1600,47.4899,-122.164,1600,1700,10,0,0
505000,4,1,1480,12675,1,0,1480,47.763,-122.342,1820,7995,86,0,0
260000,2,1,700,4800,1,0,700,47.6147,-122.3,1440,4800,92,0,0
430000,2,1,700,4800,1,0,700,47.6147,-122.3,1440,4800,93,0,0
905000,4,2,3520,12193,2,0,3520,47.5535,-122.095,3470,11318,21,0,0
440000,3,2,1650,6408,2,0,1650,47.6638,-122.128,1750,6402,37,0,0
439500,4,1,1360,5500,1,0,1360,47.6878,-122.285,1530,5790,64,0,0
270000,3,2,1350,6696,1,0,680,47.4919,-122.187,1350,6700,71,1,0
306500,3,2,1970,6291,2,0,1970,47.3627,-122.073,1980,8852,17,0,0
380000,3,2,1470,1656,2,0,1310,47.5653,-122.369,1470,2288,11,1,0
215000,4,1,1610,9652,1,0,1610,47.3281,-122.135,1220,9800,45,0,0
299900,2,1,810,6150,1,0,810,47.7289,-122.34,1080,7200,65,0,0
1450000,4,3,2820,7809,2,0,2820,47.622,-122.195,2630,7904,20,0,0
239950,3,1,1900,33888,1,0,1900,47.2738,-122.271,1430,19200,72,0,0
494000,4,2,1830,7345,1,0,1540,47.7741,-122.373,1990,7700,41,1,0
317500,4,1,1730,7700,1,0,1010,47.4996,-122.163,1650,8066,52,1,0
670000,4,2,2110,7291,2,0,2110,47.6888,-122.201,2350,8625,38,0,0
650000,3,2,3060,7831,2,2,3060,47.5401,-121.861,3140,7438,10,0,0
852000,4,2,2620,7328,2,0,2620,47.5514,-122.263,1670,5080,32,0,0
250000,2,1,1088,1360,2,0,1088,47.7094,-122.213,1098,1469,31,0,0
264950,3,1,1400,10853,1,0,1400,47.4433,-122.194,1620,10849,50,0,0
582500,2,2,1540,6804,1,0,1020,47.7044,-122.372,1380,6930,72,1,0
384000,3,2,1540,1564,2,0,1300,47.586,-122.313,1540,2875,17,1,0
817000,3,1,2310,3360,1,0,1790,47.6431,-122.359,1930,4320,88,1,0
320000,4,1,1730,9520,1,0,1730,47.4756,-122.157,1550,11211,43,0,0
445800,4,2,2070,39446,1,0,1470,47.7765,-122.276,2140,12043,37,1,0
263300,2,1,900,4500,1,0,900,47.5273,-122.265,1175,5320,64,0,0
215000,3,1,860,6635,1,0,860,47.7508,-122.339,1170,8000,63,0,0
386000,5,2,2740,12413,2,0,2740,47.4199,-122.183,1900,7416,24,0,0
251100,4,2,1790,5257,2,0,1790,47.3849,-122.204,1680,5320,18,0,0
435000,3,1,1750,16748,1,0,1330,47.7421,-122.089,1750,16050,36,1,0
800000,6,1,1430,20620,2,0,1430,47.6255,-122.209,2450,10080,61,0,0
555000,3,1,1570,15500,1,0,1570,47.6916,-122.122,1610,7500,46,0,0
280000,2,1,2280,37500,2,0,2280,47.525,-122.389,2360,6000,82,0,0
356000,3,1,940,2366,1,0,940,47.6744,-122.383,1500,5000,99,0,0
675000,4,2,2920,6000,2,4,2920,47.5333,-121.859,3100,6001,10,0,0
605000,4,2,2260,11900,2,0,2260,47.6415,-122.057,2470,11900,38,0,0
690500,5,2,2000,4211,1,2,1280,47.6283,-122.301,1680,4000,106,1,0
437000,2,1,1440,4225,1,0,1440,47.7143,-122.032,1680,6200,9,0,0
850000,5,2,2310,13430,1,0,2310,47.6395,-122.203,2810,13906,48,0,0
350000,4,2,2300,4600,1,0,1340,47.5895,-122.311,1540,3000,110,1,0
480000,2,2,1490,6770,1,0,1490,47.5577,-122.297,1820,7875,88,0,0
379500,3,2,1830,25641,2,0,1830,47.4786,-122.112,1500,25641,25,0,0
303000,2,1,1000,1075,2,0,840,47.5708,-122.288,1000,1083,7,1,0
549000,2,2,1980,6000,1,0,1220,47.6809,-122.351,1280,3900,108,1,0
324950,3,2,1560,9600,1,0,1210,47.457,-122.27,2070,9600,50,1,0
170000,2,1,870,6537,1,0,870,47.4906,-122.306,1100,8701,66,0,0
178000,3,1,840,6500,1,0,840,47.3704,-122.08,870,5200,45,0,0
144000,3,1,1250,8314,1,0,1250,47.4522,-122.178,1188,7700,57,0,0
1580000,4,2,3120,20031,1,2,1980,47.5389,-122.242,3330,18777,61,1,1
258000,2,1,750,7000,1,0,750,47.5655,-121.89,1100,8777,83,0,0
345000,3,1,710,5050,1,0,710,47.5194,-122.375,900,5050,64,0,0
470000,3,1,2290,14800,1,0,1620,47.7735,-122.273,2320,12474,49,1,0
350000,3,1,980,7790,1,0,980,47.7141,-122.213,1390,7280,45,0,0
225500,2,1,1590,11276,1,0,1590,47.3177,-122.21,1750,10687,42,0,0
473000,2,1,940,4000,1,0,720,47.6488,-122.385,1180,6000,73,1,0
279000,3,1,1750,9623,1,0,1150,47.3997,-122.313,1820,9623,53,1,0
470000,3,1,1460,8227,1,0,880,47.7009,-122.301,1530,8128,67,1,0
565000,3,1,1540,4800,1,0,770,47.67,-122.284,1510,4080,89,1,0
695000,3,2,2560,6800,1,1,1380,47.5506,-122.395,1780,6800,63,1,0
315000,3,1,1660,37642,1,0,1660,47.2559,-122.007,2070,54450,23,0,0
529000,3,2,1880,4499,2,0,1880,47.5664,-121.999,2130,5114,22,0,0
481500,3,2,1840,10500,2,0,1840,47.7326,-122.234,1840,7374,21,0,0
211000,3,2,1060,7412,1,0,1060,47.3897,-122.051,1080,7093,28,0,0
455000,3,2,1790,7500,1,0,1390,47.7321,-122.198,1940,7192,42,1,0
238950,2,1,810,4838,1,0,810,47.4909,-122.203,890,4838,76,0,0
722500,4,3,2600,5100,2,0,1820,47.6948,-122.395,2000,6720,11,1,0
795000,4,2,3230,19193,1,3,2000,47.5755,-122.07,3230,13420,41,1,0
327500,4,2,2240,9600,2,0,2240,47.361,-122.281,2050,9240,44,0,0
585000,4,3,3400,5100,2,0,3400,47.3548,-122.002,3400,5672,9,0,0
775000,4,2,3140,10875,1,1,1940,47.6656,-122.406,3300,10080,75,1,1
645000,4,2,2780,4200,2,0,2780,47.5989,-122.039,2510,4200,13,0,0
445000,4,2,2320,12368,1,0,1670,47.7373,-122.35,2070,9575,47,1,0
257950,3,1,1370,5858,1,0,1370,47.3815,-122.313,1400,7500,27,0,0
375000,5,1,2230,7560,1,0,1230,47.5055,-122.26,1380,6570,56,1,0
245000,3,2,1610,7223,2,0,1610,47.3661,-122.173,1610,7162,20,0,0
725000,3,2,3410,41022,2,0,3410,47.3228,-122.08,2150,21429,24,0,0
702000,4,2,2810,4922,2,0,2810,47.614,-122.041,2920,4922,10,0,0
330000,3,1,1850,14986,2,0,1850,47.4837,-122.148,2660,10650,71,0,1
940000,3,1,1790,4800,1,0,1790,47.6332,-122.362,1780,3600,103,0,0
354500,3,1,1150,11396,1,0,1150,47.7435,-122.296,1600,8146,65,0,0
279950,4,2,2420,8700,1,0,2420,47.3109,-122.229,1070,4804,101,0,0
284000,3,2,1580,7034,1,0,1180,47.3564,-122.04,1470,7358,26,1,0
480000,5,2,1760,21562,1,1,1560,47.7597,-122.263,2150,12676,55,1,0
647500,5,2,1760,21562,1,1,1560,47.7597,-122.263,2150,12676,56,1,0
625000,3,2,2750,35000,2,0,2750,47.75,-122.024,2780,35862,22,0,0
152000,3,1,920,4875,1,0,920,47.3623,-122.09,1160,4875,36,0,0
322000,3,1,960,10181,1,0,960,47.7231,-122.229,1740,10194,54,0,0
445000,3,1,1120,4000,1,0,870,47.6684,-122.368,1470,4000,98,1,0
595000,3,1,1560,3960,1,0,1560,47.5936,-122.301,1280,3960,107,0,0
165000,3,1,1380,7334,1,0,980,47.4339,-122.192,1910,7859,34,1,0
278500,4,2,1940,6206,2,0,1940,47.3063,-122.359,2060,7092,24,0,0
517500,3,1,1810,10625,1,0,1370,47.5322,-122.049,2140,10922,42,1,0
343566,2,1,1100,4200,1,0,1100,47.5312,-122.392,1240,4000,60,0,0
286285,4,2,1980,9714,1,0,1170,47.3207,-122.209,1610,9272,37,1,0
474905,4,1,1340,6200,1,0,1340,47.6214,-122.119,1210,7178,56,0,0
550000,3,1,1680,4800,1,0,1400,47.5535,-122.377,1540,5000,54,1,0
286000,4,2,2060,16000,2,0,2060,47.2849,-122.251,1530,8000,22,0,0
900000,3,3,2620,7215,1,0,1770,47.5836,-122.2,2180,8931,34,1,0
449950,3,2,1610,5159,2,0,1610,47.5675,-122.019,1610,5210,29,0,0
259000,4,1,1490,7560,2,0,1490,47.3684,-122.318,1490,7689,48,0,0
340000,3,2,1900,8125,1,0,1540,47.4564,-122.162,1480,8284,45,1,0
490000,2,1,1840,3300,1,0,1130,47.6757,-122.362,1320,4000,104,1,0
344950,4,2,2330,6250,1,0,1400,47.3782,-122.228,2050,9000,73,1,0
950000,3,2,2250,2975,2,0,1880,47.6289,-122.309,2690,4800,109,1,0
810000,4,1,2000,3988,1,4,1000,47.5925,-122.391,1690,4144,56,1,0
998160,2,2,3010,16050,1,3,1260,47.5643,-122.16,3010,11612,39,1,0
377000,3,1,1680,7389,1,0,1150,47.5199,-122.184,2100,10348,35,1,0
595000,3,2,1530,6773,1,0,1530,47.6653,-122.194,2240,7201,30,0,0
313300,2,1,970,4800,1,0,970,47.5754,-122.414,1180,5900,103,0,1
360000,5,1,1550,5225,1,0,1550,47.554,-122.306,1220,5225,73,0,0
188000,3,1,1660,7350,1,0,1660,47.3118,-122.337,1840,7673,36,0,0
1289000,5,3,3210,4060,2,2,2290,47.6801,-122.357,1940,5000,97,1,1
455000,3,1,1480,13280,2,0,1480,47.5378,-122.043,1510,8723,74,0,0
817500,5,3,3600,9312,2,3,2680,47.6582,-122.122,3420,9860,9,1,0
550000,3,2,1700,1481,3,0,1700,47.6598,-122.349,1560,1350,12,0,0
260000,3,1,1680,8725,1,0,1240,47.3107,-122.397,2020,8352,37,1,0
320000,3,2,1550,34175,1,0,1550,47.4855,-121.698,2300,35174,15,0,0
362000,4,2,2360,7370,1,0,1460,47.7201,-122.308,1590,9906,30,1,0
503500,3,2,1810,1750,2,0,1350,47.6513,-122.386,1640,1563,18,1,0
653000,3,2,2290,3475,2,0,2290,47.5551,-122.001,2340,3626,8,0,0
760000,4,2,3370,12447,2,0,3370,47.7309,-122.058,3700,13129,23,0,0
775000,4,1,2090,5050,1,0,1090,47.6802,-122.358,1760,5000,98,1,0
1339000,4,3,2130,34689,1,4,2130,47.5489,-122.398,3030,28598,59,0,0
417500,5,1,2060,10911,1,0,1360,47.7767,-122.365,2060,9688,61,1,0
525000,3,1,1560,9350,1,0,1220,47.6729,-122.148,1870,8671,45,1,0
217000,2,1,730,2400,1,1,730,47.35,-122.322,1220,4382,81,0,0
525000,4,2,2910,6308,1,0,1640,47.7352,-122.201,1970,7127,29,1,0
442500,4,2,2490,8700,1,0,1890,47.7397,-122.324,1470,7975,39,1,0
525000,4,1,1710,10440,1,0,1710,47.5756,-122.158,1480,10440,59,0,0
425500,4,1,1520,10630,1,0,1520,47.7347,-122.193,1550,8039,48,0,0
545000,4,3,3160,10948,1,3,1930,47.3733,-122.422,2380,13623,23,1,0
410000,5,2,2910,16410,1,0,2910,47.44,-122.145,1980,18000,48,0,0
245000,3,2,1700,8100,1,0,1200,47.3601,-122.046,1700,8100,35,1,0
194900,2,1,810,6697,1,0,810,47.3057,-122.216,1140,6695,91,0,0
284000,4,2,2000,5390,2,0,2000,47.3732,-122.129,2330,5390,11,0,0
280000,2,1,1894,52769,1,0,1520,47.3088,-122.273,1820,50529,78,1,0
360000,4,2,1730,5500,1,0,1010,47.5304,-122.353,1080,4900,71,1,0
405000,2,1,720,4323,1,0,720,47.6604,-122.401,1460,3300,72,0,0
483300,4,2,1210,11100,1,0,1210,47.5747,-122.145,1280,11100,59,0,0
355000,4,2,2130,9268,2,0,2130,47.262,-122.22,2100,8400,30,0,0
274950,3,2,1570,8767,1,0,1180,47.3568,-122.038,1570,7434,25,1,0
755000,3,3,3450,15586,2,0,2690,47.4294,-122.343,3560,15046,25,1,0
309212,3,1,1150,9600,1,0,1150,47.4434,-121.774,1520,9976,35,0,0
219950,3,2,1500,7615,1,0,1150,47.3146,-122.351,1540,8649,30,1,0
690000,3,2,1300,5150,1,0,1300,47.6838,-122.362,1400,4017,94,0,0
250800,3,1,1290,4000,1,0,1170,47.5309,-122.354,1140,4000,71,1,0
557500,3,2,2510,35255,1,2,2510,47.4012,-122.025,3140,36450,21,0,0
941000,4,1,2320,3825,1,0,1820,47.6659,-122.327,1940,3825,88,1,0
305000,4,2,2030,8600,1,0,1230,47.3942,-122.16,1810,8600,38,1,0
815000,4,1,2060,16110,1,0,2060,47.5983,-122.202,2060,16110,65,0,0
1015000,3,2,2920,34527,1,4,1800,47.5799,-122.4,2480,7933,60,1,1
1240000,4,3,3330,6990,1,3,2330,47.5886,-122.287,2620,5310,86,1,0
535000,3,2,2110,8164,2,0,2110,47.5269,-122.171,2390,7499,24,0,0
775000,3,1,1175,10454,1,0,1175,47.6388,-122.218,2010,10800,65,0,0
255000,3,2,1590,8670,1,0,1590,47.3725,-122.073,1590,9253,20,0,0
327000,2,1,1070,9750,1,0,1070,47.7532,-122.318,1500,8775,67,0,0
560000,4,2,2720,8819,2,3,2240,47.338,-122.333,2960,9672,38,1,0
1339000,4,3,2980,6349,2,3,2980,47.6819,-122.208,2870,6349,17,0,0
199500,3,1,1160,5200,1,0,1160,47.3643,-122.09,1470,5200,37,0,0
439000,3,2,3020,6000,3,2,1980,47.5249,-122.319,1150,6000,21,1,0
527000,4,2,2380,5250,1,0,1410,47.6164,-122.115,2150,8560,53,1,0
199950,3,2,2270,13590,1,0,1300,47.2099,-122.001,1160,13545,66,1,0
254000,3,2,1660,8188,2,0,1660,47.3766,-122.115,1660,7000,27,0,0
393000,2,1,830,5000,1,0,830,47.6914,-122.352,1110,5000,94,0,0
585000,5,2,2480,12614,1,0,1860,47.7393,-122.2,2470,12392,35,1,0
450000,2,2,1900,7740,1,0,1150,47.5227,-122.372,1140,7740,91,1,0
565000,2,1,1670,4008,1,0,1670,47.5539,-122.001,2330,3752,9,0,0
330000,5,2,2000,7900,1,0,1300,47.4291,-122.292,2000,9132,28,1,0
585000,4,2,1860,8117,1,0,1460,47.6228,-122.104,2040,8199,48,1,0
225000,3,2,1400,7384,1,0,1150,47.4655,-122.174,1820,7992,35,1,0
295000,3,2,1400,7384,1,0,1150,47.4655,-122.174,1820,7992,36,1,0
775000,3,2,2850,14800,1,0,1920,47.559,-122.146,3300,10809,38,1,0
280000,3,1,1370,11050,1,0,1370,47.4485,-121.776,1520,10000,33,0,0
539000,3,2,2170,3200,1,0,1280,47.6543,-122.347,1180,1224,91,1,0
567500,3,1,2570,14033,1,2,2570,47.4335,-122.338,2550,16100,62,0,0
442500,4,2,1970,7902,1,0,1310,47.7249,-122.298,1860,8021,55,1,0
598200,5,3,2980,4635,3,0,2980,47.5508,-122.268,1100,5150,18,0,0
610000,4,2,2300,10843,2,0,2300,47.6988,-122.202,1780,10843,59,0,0
544900,3,2,1990,4936,2,0,1990,47.5911,-122.018,2250,4815,10,0,0
557500,4,2,2390,38258,2,0,2390,47.7433,-122.094,1960,17113,13,0,0
532500,3,2,2160,7500,1,1,1430,47.6188,-122.064,1560,7500,35,1,0
1350000,4,3,3300,15907,2,0,3300,47.5413,-122.216,2740,11358,29,0,0
750000,3,2,1840,2825,1,0,1040,47.6428,-122.302,1820,3750,95,1,0
530000,3,2,2030,10958,2,0,2030,47.7251,-122.11,1960,10282,31,0,0
346100,3,2,1400,2036,2,0,1400,47.5516,-122.382,1500,2036,11,0,0
260000,4,2,2320,16800,2,0,2320,47.2959,-122.166,2700,15680,37,0,0
365000,3,1,1410,9150,1,0,1410,47.5683,-122.178,1800,9940,55,0,0
615000,3,2,1860,42800,1,0,930,47.5898,-122.004,1980,11250,31,1,0
318400,4,2,1820,6916,2,0,1820,47.3862,-122.029,1680,6995,20,0,0
498500,4,2,1910,7172,2,0,1910,47.7615,-122.309,1630,10127,22,0,0
450000,3,1,1540,7490,1,0,1540,47.7222,-122.177,1270,7350,44,0,0
200000,3,2,1430,7905,1,0,1430,47.2757,-122.145,1870,8400,27,0,0
234000,3,1,1010,8906,1,0,1010,47.3627,-122.108,1150,10414,46,0,0
121800,2,1,940,8384,1,0,940,47.5065,-122.364,1290,8384,67,0,0
805000,3,2,2600,5875,1,2,1600,47.5773,-122.406,2260,5492,85,1,0
410000,4,2,2060,7283,1,0,1220,47.7435,-122.317,1500,8134,51,1,1
475000,3,2,1920,4534,2,0,1920,47.7144,-122.204,1380,5100,29,0,0
1337500,4,2,2900,21074,2,0,2900,47.6696,-122.416,3390,20000,28,0,0
269000,1,1,1020,7920,1,0,1020,47.5385,-122.355,1000,7168,67,0,1
573000,4,2,2150,9520,2,0,2150,47.6885,-122.113,2000,9520,35,0,0
330000,3,2,1660,2890,2,0,1660,47.5434,-122.293,1540,2890,14,0,0
252750,4,1,1230,7410,1,0,1230,47.4798,-122.344,1020,7648,70,0,0
745000,2,2,2170,7546,1,0,2170,47.7242,-122.032,2170,7083,8,0,0
280000,3,2,1280,7633,1,0,1280,47.3883,-122.05,1450,6783,24,0,0
535000,4,2,2240,6920,1,0,1380,47.5011,-122.375,1540,7000,41,1,0
580000,4,1,1780,5100,1,0,1320,47.6944,-122.288,1880,5100,62,1,0
301000,3,1,1840,7200,1,0,1220,47.456,-122.209,1770,8075,46,1,0
600000,4,1,1740,7700,1,0,1740,47.6259,-122.111,1740,8120,46,0,0
538900,5,3,3040,6604,2,0,3040,47.548,-122.356,1650,6825,9,0,0
366000,3,2,2370,4375,2,0,2370,47.354,-121.999,2380,4606,9,0,0
303000,4,2,2100,6783,2,0,2100,47.3504,-122.141,2100,6192,11,0,0
432000,3,2,1470,1578,2,0,1090,47.5388,-122.387,1470,1668,7,1,0
300000,2,1,1300,6120,1,0,820,47.5088,-122.338,1250,6120,70,1,0
908800,3,3,3420,7826,2,0,2430,47.5873,-122.29,980,6300,75,1,0
500000,3,1,1190,4750,1,0,970,47.6726,-122.386,1460,4750,74,1,0
254000,5,2,2080,16117,1,0,1740,47.3424,-122.289,1510,13068,55,1,0
470000,5,1,2180,4268,1,0,1340,47.6848,-122.389,1530,3880,90,1,0
480000,3,2,1460,7860,1,0,1460,47.6233,-122.108,1850,8148,48,0,0
536000,3,1,1530,8503,1,0,1150,47.6872,-122.185,1610,8549,32,1,0
550000,3,2,1980,40887,1,0,1980,47.6478,-122.029,2460,35700,34,0,0
260000,3,1,1710,6400,1,0,1240,47.3036,-122.377,1600,6400,38,1,0
284900,2,1,1160,982,2,0,890,47.7675,-122.315,1160,1008,9,1,0
740000,3,2,2200,3000,2,0,1530,47.6451,-122.35,2200,3300,12,1,0
425000,2,1,1170,5000,1,0,1030,47.5449,-122.388,1170,5850,94,1,0
230000,3,1,1120,7500,1,0,1120,47.5112,-122.359,1120,5000,49,0,0
675000,3,1,1710,4000,2,0,1710,47.5714,-122.385,1910,4000,89,0,0
267500,3,1,1650,7807,1,0,1650,47.3514,-122.167,1810,8475,28,0,0
814000,4,2,2840,8820,1,2,1420,47.5542,-122.265,2310,8750,62,1,0
460000,3,2,1860,7232,1,0,1320,47.7165,-122.319,1830,7220,29,1,0
445000,3,2,2250,9608,2,0,2250,47.4865,-121.802,2020,9834,21,0,0
715000,3,2,2890,7027,2,0,2890,47.6111,-122.009,2890,7197,10,0,0
425000,3,1,2120,5992,1,0,1060,47.7083,-122.308,1840,11000,68,1,0
370000,4,2,2130,4750,2,0,2130,47.4324,-122.184,2130,4071,5,0,0
302000,2,1,1170,8200,1,0,780,47.3263,-122.305,1780,9020,78,1,0
453000,4,1,2120,7420,1,0,1060,47.6019,-122.13,1540,7420,58,1,0
290000,3,1,1280,10716,1,0,1280,47.4755,-122.145,1440,9870,45,0,0
1035000,4,2,3170,47502,2,0,3170,47.6495,-122.185,3190,35110,26,0,0
925000,4,2,2260,41984,1,0,2260,47.6622,-122.171,2650,37318,47,0,0
600000,3,1,2930,19876,1,0,2030,47.7443,-122.17,2740,11499,21,1,0
354000,3,1,1060,5750,1,2,1060,47.5512,-122.371,1060,5750,33,0,0
204950,4,1,1740,9344,1,0,1180,47.3196,-122.399,1440,12884,36,1,0
675000,4,2,2990,5400,2,0,2990,47.6122,-122.009,2890,6538,10,0,0
800000,5,2,2960,10960,1,0,1500,47.6162,-122.174,2160,10960,58,1,0
472500,3,2,1650,3711,2,0,1650,47.6863,-122.093,1760,3762,18,0,0
549950,4,2,2720,13500,1,0,1510,47.6191,-122.145,2510,12350,45,1,0
575575,3,1,1516,2897,1,0,998,47.6842,-122.341,2100,3854,89,1,0
545000,4,3,4386,12275,1,0,2356,47.3329,-122.2,3060,10925,9,1,0
340000,3,2,2580,7434,1,0,1630,47.7446,-122.332,1920,7737,51,1,0
225000,3,1,960,5512,1,0,960,47.4944,-122.165,1090,5837,52,0,0
299950,2,1,1460,10506,1,0,1460,47.4048,-122.178,1460,8153,31,0,0
829900,4,3,3840,4000,2,0,2640,47.6642,-122.291,1620,4000,14,1,0
340000,4,2,2090,4200,2,0,2090,47.3659,-122.017,2090,4200,8,0,0
515000,4,2,2470,7800,1,0,1470,47.6913,-122.115,2050,8050,39,1,0
601000,4,2,2090,6906,2,0,2090,47.5718,-121.996,2090,6370,22,0,0
470000,3,2,2070,8581,2,0,2070,47.5101,-122.151,2440,7849,21,0,0
371500,3,1,1650,6400,1,0,980,47.52,-122.365,1230,6400,60,1,0
550000,3,1,1880,45738,1,0,1410,47.7662,-122.114,2340,38556,34,1,0
242550,4,2,2060,7720,2,0,2060,47.2956,-122.374,1630,7720,19,0,0
367500,3,1,1410,9647,1,0,1410,47.7608,-122.361,2090,9272,53,0,0
359000,4,3,2770,8763,2,0,2100,47.2625,-122.308,2030,7242,18,1,0
204900,3,2,1390,8245,1,0,1390,47.2669,-122.254,1260,8245,31,0,0
187000,3,1,1280,4452,2,0,1280,47.3344,-122.216,1070,4366,29,0,0
326000,3,2,1720,28000,1,0,1720,47.4375,-122.176,2000,41817,56,0,0
340000,3,2,1720,28000,1,0,1720,47.4375,-122.176,2000,41817,57,0,0
330000,6,2,3040,28535,1,0,1890,47.3864,-122.223,1360,8250,63,1,0
782000,4,3,3780,7769,2,0,3110,47.691,-122.129,3310,7945,14,1,0
612000,4,2,2670,5974,2,0,2670,47.7122,-122.231,2140,5729,15,0,0
400000,3,2,1350,7216,1,0,1350,47.7616,-122.365,1920,7600,50,0,0
941500,5,3,3490,9680,2,4,2460,47.7757,-122.391,3080,13489,34,1,0
313000,2,1,870,747,2,0,800,47.6967,-122.342,1710,1280,11,1,0
735000,4,2,2410,4250,1,0,1460,47.6849,-122.376,1360,5074,86,1,0
471000,3,1,1640,10123,1,0,1340,47.7698,-122.167,2210,10852,38,1,0
350000,3,1,1540,9800,1,0,1540,47.7604,-122.329,1560,9450,65,0,0
530000,4,2,2370,9601,1,0,1570,47.5327,-122.054,2550,10500,38,1,0
415000,4,3,1830,9548,2,0,1830,47.7379,-122.224,1740,9750,23,0,0
639500,4,2,2330,8994,2,0,2330,47.7264,-122.104,2330,8396,28,0,0
580379,4,2,2240,27820,1,0,2240,47.5936,-122.054,2330,20000,38,0,0
378000,2,2,1700,2513,2,0,1700,47.5163,-121.878,1760,2891,5,0,0
265000,3,2,1750,9298,1,0,1410,47.4579,-122.164,1720,7875,46,1,0
212000,3,1,1100,9750,1,0,1100,47.2955,-122.362,1100,9900,47,0,0
400000,4,3,2320,13068,2,2,2320,47.3497,-122.317,2220,25265,17,0,0
750000,4,2,2540,6491,2,0,2540,47.6363,-122.117,1990,8447,18,0,0
384900,5,2,3090,12750,1,0,1750,47.3408,-122.335,1760,25919,46,1,0
176000,2,1,770,5200,1,0,770,47.3627,-122.087,1150,5330,45,0,0
350000,3,2,2370,4632,2,0,2370,47.3794,-122.022,2290,5012,12,0,0
168000,3,1,1200,7210,1,0,1200,47.3729,-122.183,1200,7650,37,0,0
358000,4,2,2200,3060,1,0,1100,47.565,-122.284,1410,5100,106,1,1
580000,3,2,2660,32757,1,0,2660,47.7649,-122.098,2720,35191,40,0,0
442500,3,1,1600,10280,1,0,1050,47.725,-122.174,1590,8100,37,1,0
515000,2,2,1330,1249,3,0,1330,47.6668,-122.285,1430,1328,11,0,0
554000,5,2,3440,12900,1,2,1720,47.4426,-122.342,2100,10751,56,1,0
659000,3,2,2510,6320,2,0,2510,47.5868,-122.033,2518,5819,18,0,0
414999,4,2,2150,10098,1,0,1090,47.7166,-122.201,1880,10000,52,1,0
275000,3,1,1180,10277,1,0,1180,47.488,-121.787,1680,11104,31,0,0
193000,2,1,680,8640,1,0,680,47.4559,-122.289,1320,13140,63,0,0
525000,4,2,2840,4750,2,0,2840,47.4511,-122.121,2460,4750,12,0,0
424000,3,2,1820,7500,2,0,1820,47.7155,-122.104,2040,8304,29,0,0
455000,2,1,1070,5150,1,0,870,47.6853,-122.366,1520,3860,107,1,0
463000,2,1,1250,5650,2,1,1250,47.5495,-122.377,1210,5650,71,0,0
1100000,4,2,2190,6300,1,3,1240,47.6918,-122.216,2730,14659,55,1,0
523000,3,1,3000,5413,2,0,1900,47.6962,-122.312,1550,5413,51,1,0
615000,4,1,2270,9830,1,0,2270,47.5999,-122.176,2540,11990,55,0,0
710000,3,2,2830,9680,2,0,2830,47.6249,-122.024,2970,8691,23,0,0
215000,3,1,960,9563,1,0,960,47.2864,-122.357,1280,9600,47,0,0
590000,2,1,1530,6450,1,0,1530,47.6833,-122.398,1530,5000,94,0,0
323000,5,2,2500,13034,1,0,1300,47.3343,-122.194,2440,13300,52,1,0
279000,4,2,1560,7569,1,0,1560,47.4496,-122.155,1480,8755,48,0,0
535100,3,2,2070,7207,1,0,1720,47.7735,-122.371,2350,7980,41,1,0
830000,5,2,2710,19800,1,0,1910,47.5958,-122.175,2120,16400,55,1,0
815000,4,2,3150,4203,2,0,3150,47.688,-122.164,3150,5169,12,0,0
535900,3,2,1880,10880,1,0,1480,47.5937,-122.116,2120,10240,40,1,0
230000,3,1,1250,8800,1,0,1250,47.497,-122.357,1480,8200,60,0,0
325500,4,1,2290,8142,1,0,1490,47.4564,-122.211,1840,8142,46,1,0
359000,3,2,1990,4331,2,0,1990,47.4917,-122.167,1690,3688,18,0,0
505000,3,2,2100,5824,2,2,2100,47.5334,-121.867,1890,4140,15,0,0
253905,3,1,940,8400,1,0,940,47.5112,-122.167,950,8400,56,0,0
369950,3,1,1640,4860,1,0,1200,47.7125,-122.32,1480,7200,49,1,0
350000,3,2,1860,8378,2,0,1860,47.3875,-122.032,1870,8378,20,0,0
650000,4,2,2100,2500,3,0,2100,47.6726,-122.298,1660,4000,13,0,0
295000,3,1,1500,15246,1,0,1500,47.4367,-122.463,1500,16988,89,0,1
620000,3,1,1680,28046,1,3,1180,47.7648,-122.37,2190,26308,67,1,0
246000,3,1,1400,7410,1,0,1400,47.4798,-122.343,1070,7410,70,0,0
430000,3,2,2600,12860,1,0,1350,47.695,-121.918,2260,12954,49,1,0
509990,3,2,1440,4859,2,0,1440,47.5503,-122.285,1360,4558,94,0,0
490000,4,1,1870,9500,1,0,1090,47.7012,-122.187,2010,10000,52,1,0
385000,4,2,2960,10454,1,1,2360,47.4006,-122.322,1870,10500,35,1,0
769000,4,2,2440,6733,2,0,2440,47.6374,-122.064,2570,6496,16,0,0
